MAG ID	Cluster ID	Representative MAG ID	Is Representative	Gtdb Classification	Gtdb Domain	Gtdb Phylum	Gtdb Class	Gtdb Order	Gtdb Family	Gtdb Genus	Gtdb Species	Completeness	Contamination	Genome Size Bp	Contigs	N50 Contigs	Gc	Predicted Genes	Samples With Relative Abundance Gt0	Prevalence Fraction	Mean Relative Abundance Percent	Median Relative Abundance Percent	Median Nonzero Relative Abundance Percent	Max Relative Abundance Percent	Total Relative Abundance Percent Across Samples	Samples With Covered Fraction Gt0	Mean Covered Fraction
B04_bin.49	ANI95_cluster_00283	F02_bin.66	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Tidjanibacter;s__Tidjanibacter inops	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Tidjanibacter	Tidjanibacter inops	88.89	1.2	1778486	385	5506	57.471299	1759	31.0	0.4769230769	0.02332967456	0.0	0.0321382	0.17112108	1.516428846	31.0	0.2386999382
B04_bin.52	ANI95_cluster_00413	H05_bin.38	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	95.19	0.0	4275053	32	158131	45.037126	3545	47.0	0.7230769231	0.01800780911	0.009333151	0.015588456	0.1634886	1.170507592	47.0	0.2106747093
B04_bin.53	ANI95_cluster_00086	B04_bin.53	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Lawsonibacter;s__Lawsonibacter asaccharolyticus	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Lawsonibacter	Lawsonibacter asaccharolyticus	95.85	1.7	2642615	224	17180	61.520237	2621	54.0	0.8307692308	0.01958973141	0.0108956015	0.0141333615	0.14157179	1.273332542	54.0	0.2846376078
B04_bin.7	ANI95_cluster_00302	F06_bin.75	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola fusiformis	91.64	0.67	2111336	26	108241	58.452373	2004	50.0	0.7692307692	0.05494761495	0.01803816	0.024994684	1.7413517	3.571594971	50.0	0.2443414612
B04_bin.73	ANI95_cluster_00087	B04_bin.73	True	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000434775	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Anaerotardibacter	Anaerotardibacter sp000434775	92.74	0.12	1452784	8	299642	44.748566	1239	6.0	0.09230769231	0.01292639709	0.0	0.0131702935	0.74273086	0.8402158106	6.0	0.04189727646
B04_bin.77	ANI95_cluster_00415	H05_bin.43	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia rectalis	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia rectalis	98.07	0.48	2516377	80	45326	42.041475	2328	47.0	0.7230769231	0.01944689014	0.0127258375	0.017438505	0.11739124	1.264047859	47.0	0.2135032135
B04_bin.79	ANI95_cluster_00201	D04_bin.5	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Flavonifractor;s__Flavonifractor plautii	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Flavonifractor	Flavonifractor plautii	92.12	1.14	2869341	200	23643	63.200052	2798	42.0	0.6461538462	0.02629448949	0.007113709	0.013979037	0.34402204	1.709141817	42.0	0.2416887671
B04_bin.80	ANI95_cluster_00195	D02_bin.11	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola vulgatus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Phocaeicola	Phocaeicola vulgatus	88.35	3.97	4509103	40	221399	41.483572	3609	62.0	0.9538461538	0.22941176	0.0887712	0.093147945	3.7585847	14.9117644	62.0	0.487128055
B05_bin.10	ANI95_cluster_00296	F05_bin.48	False	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Burkholderiales;f__Burkholderiaceae_F;g__Sutterella;s__Sutterella wadsworthensis	Bacteria	Pseudomonadota	Gammaproteobacteria	Burkholderiales	Burkholderiaceae_F	Sutterella	Sutterella wadsworthensis	98.14	0.0	2834166	79	63353	55.112227	2355	24.0	0.3692307692	0.03219780249	0.0	0.0186379905	0.8714315	2.092857162	24.0	0.1472946633
B05_bin.100	ANI95_cluster_00235	E01_bin.44	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia_C;s__Roseburia_C amylophila	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia_C	Roseburia_C amylophila	87.31	1.95	2109451	99	33768	41.472307	1975	17.0	0.2615384615	0.01172500037	0.0	0.009659799	0.27979317	0.7621250243	17.0	0.09054118154
B05_bin.103	ANI95_cluster_00140	C02_bin.89	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Hominenteromicrobium;s__Hominenteromicrobium mulieris	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	Hominenteromicrobium	Hominenteromicrobium mulieris	92.28	0.22	2099249	84	45180	53.676815	1995	40.0	0.6153846154	0.0136690989	0.0052142055	0.0090772185	0.13395958	0.8884914284	40.0	0.1520448877
B05_bin.104	ANI95_cluster_00128	B08_bin.66	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes communis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes communis	92.55	0.48	2594882	41	135301	60.177804	2094	40.0	0.6153846154	0.03731720525	0.019501433	0.0369397335	0.343324	2.425618341	40.0	0.2954149565
B05_bin.105	ANI95_cluster_00088	B05_bin.105	True	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absicoccus;s__Absicoccus sp000434355	Bacteria	Bacillota_I	Bacilli_A	Erysipelotrichales	Erysipelotrichaceae	Absicoccus	Absicoccus sp000434355	90.6	2.02	1525864	45	59428	37.357065	1516	3.0	0.04615384615	0.02502336431	0.0	0.5126626	0.64023656	1.62651868	3.0	0.04321798769
B05_bin.112	ANI95_cluster_00089	B05_bin.112	True	d__Bacteria;p__Bacillota;c__Negativicutes;o__Acidaminococcales;f__Acidaminococcaceae;g__Phascolarctobacterium_A;s__Phascolarctobacterium_A succinatutens_B	Bacteria	Bacillota	Negativicutes	Acidaminococcales	Acidaminococcaceae	Phascolarctobacterium_A	Phascolarctobacterium_A succinatutens_B	100.0	1.01	2290237	63	58099	47.175205	2126	4.0	0.06153846154	0.007342823908	0.0	0.113909255	0.23354694	0.477283554	4.0	0.048516162
B05_bin.113	ANI95_cluster_00090	B05_bin.113	True	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Ellagibacter;s__Ellagibacter isourolithinifaciens	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Eggerthellaceae	Ellagibacter	Ellagibacter isourolithinifaciens	97.98	1.21	2135233	142	22746	60.924405	1882	11.0	0.1692307692	0.008363432392	0.0	0.020644534	0.14184564	0.5436231055	11.0	0.07657293723
B05_bin.16	ANI95_cluster_00346	G05_bin.13	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcoides;s__Ruminococcoides intestinale	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	Ruminococcoides	Ruminococcoides intestinale	96.09	1.01	1879538	130	27761	41.153996	1840	40.0	0.6153846154	0.03869866413	0.011766873	0.037752152	0.25795528	2.515413169	40.0	0.2243465389
B05_bin.17	ANI95_cluster_00091	B05_bin.17	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-488;s__CAG-488 sp900554995	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-488	CAG-488 sp900554995	93.06	0.0	2023228	17	154968	45.474212	1792	1.0	0.01538461538	0.005558300923	0.0	0.36128956	0.36128956	0.36128956	1.0	0.01538203769
B05_bin.18	ANI95_cluster_00358	G07_bin.107	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia faecis	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia faecis	96.46	2.73	2990995	68	113227	43.338120	2804	40.0	0.6153846154	0.03712801207	0.018490804	0.035883508	0.48804083	2.413320785	40.0	0.2352243632
B05_bin.2	ANI95_cluster_00092	B05_bin.2	True	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Pasteurellaceae;g__Haemophilus_D;s__Haemophilus_D sp048377755	Bacteria	Pseudomonadota	Gammaproteobacteria	Enterobacterales	Pasteurellaceae	Haemophilus_D	Haemophilus_D sp048377755	98.29	5.55	1946706	236	12594	39.501137	2003	20.0	0.3076923077	0.01096605336	0.0	0.0165148665	0.3138293	0.7127934682	20.0	0.1078016752
B05_bin.20	ANI95_cluster_00413	H05_bin.38	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides distasonis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides distasonis	95.52	2.12	4244969	196	36149	45.299765	3594	43.0	0.6615384615	0.01644899143	0.007476809	0.010904793	0.122094564	1.069184443	43.0	0.2153189163
B05_bin.23	ANI95_cluster_00083	B04_bin.18	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes onderdonkii	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes onderdonkii	85.67	0.99	2638778	47	104785	59.044679	2195	56.0	0.8615384615	0.113468055	0.041611563	0.0525898805	0.88185	7.375423577	56.0	0.4398661322
B05_bin.25	ANI95_cluster_00138	C02_bin.12	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Prevotella;s__Prevotella copri_B	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Prevotella	Prevotella copri_B	92.21	1.97	2946715	85	52432	45.326983	2548	14.0	0.2153846154	0.4763060994	0.0	0.694316075	17.299837	30.95989646	14.0	0.1145308648
B05_bin.26	ANI95_cluster_00204	D05_bin.15	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Coprobacteraceae;g__Coprobacter;s__Coprobacter fastidiosus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Coprobacteraceae	Coprobacter	Coprobacter fastidiosus	97.74	0.57	3341597	114	53522	38.444702	2662	20.0	0.3076923077	0.008975987186	0.0	0.022500056	0.13701063	0.5834391671	20.0	0.1327421512
B05_bin.27	ANI95_cluster_00193	D01_bin.64	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides uniformis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Bacteroidaceae	Bacteroides	Bacteroides uniformis	80.69	8.62	3693687	302	18966	47.034575	3208	63.0	0.9692307692	0.1652208699	0.1241499	0.1281214	0.54386	10.73935654	63.0	0.6402060338
B05_bin.3	ANI95_cluster_00146	C04_bin.103	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__CAG-177;s__CAG-177 sp003514385	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	CAG-177	CAG-177 sp003514385	87.92	0.0	1907083	24	111329	51.828421	1746	16.0	0.2461538462	0.01553863056	0.0	0.018435798	0.29530433	1.010010986	16.0	0.07401956092
B05_bin.33	ANI95_cluster_00093	B05_bin.33	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira rogosae	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Lachnospira	Lachnospira rogosae	95.3	0.0	2394795	73	48181	35.881067	2185	33.0	0.5076923077	0.01532831026	0.0028373618	0.015210335	0.1924881	0.996340167	33.0	0.1946589046
B05_bin.36	ANI95_cluster_00124	B07_bin.55	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus ammoniilyticus	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Coprococcus	Coprococcus ammoniilyticus	91.28	0.0	1995949	15	375612	41.320144	1727	10.0	0.1538461538	0.01295219547	0.0	0.043757025	0.39326844	0.8418927053	10.0	0.07533025092
B05_bin.38	ANI95_cluster_00364	G08_bin.17	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp900317525	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola sp900317525	95.08	9.31	1791734	166	16358	61.936537	1813	43.0	0.6615384615	0.02454766995	0.01934656	0.025403338	0.13393617	1.595598546	43.0	0.2499482365
B05_bin.39	ANI95_cluster_00052	A09_bin.21	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp900545925	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp900545925	87.95	3.46	2933388	369	12576	56.326064	3033	37.0	0.5692307692	0.02627870382	0.013165119	0.024183288	0.16039486	1.708115748	37.0	0.2181190218
B05_bin.40	ANI95_cluster_00231	D08_bin.97	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Tannerellaceae;g__Parabacteroides;s__Parabacteroides merdae	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Tannerellaceae	Parabacteroides	Parabacteroides merdae	91.35	1.09	3812359	184	32316	45.833852	3248	42.0	0.6461538462	0.02857652449	0.027684242	0.034551565	0.14757372	1.857474092	42.0	0.2832954652
B05_bin.44	ANI95_cluster_00094	B05_bin.44	True	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Tractidigestivibacter;s__Tractidigestivibacter sp000752675	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Tractidigestivibacter	Tractidigestivibacter sp000752675	98.73	7.4	2416112	110	36724	62.537084	2162	3.0	0.04615384615	0.005779739677	0.0	0.054602787	0.2753916	0.375683079	3.0	0.03699668046
B05_bin.45	ANI95_cluster_00095	B05_bin.45	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__Limiplasma;s__Limiplasma sp900548145	Bacteria	Bacillota	Clostridia	Christensenellales	Aristaeellaceae	Limiplasma	Limiplasma sp900548145	87.22	9.62	2509963	492	6453	58.957682	2616	27.0	0.4153846154	0.0258355014	0.0	0.038056817	0.35626924	1.679307591	27.0	0.2184955837
B05_bin.46	ANI95_cluster_00415	H05_bin.43	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia rectalis	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Roseburia	Roseburia rectalis	99.28	1.21	2820356	72	91540	41.523978	2617	52.0	0.8	0.04257982298	0.024271013	0.0300775815	0.92286104	2.767688493	52.0	0.2235780207
B05_bin.47	ANI95_cluster_00096	B05_bin.47	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-170;s__CAG-170 sp002404795	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	CAG-170	CAG-170 sp002404795	92.58	5.54	2475655	128	28825	61.136669	2368	39.0	0.6	0.03665285014	0.0069639976	0.015754953	0.8653141	2.382435259	39.0	0.2140037663
B05_bin.48	ANI95_cluster_00097	B05_bin.48	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__UBA737;s__UBA737 sp900549055	Bacteria	Bacillota	Clostridia	Oscillospirales	Acutalibacteraceae	UBA737	UBA737 sp900549055	93.29	4.7	2548622	62	60044	46.277518	2285	18.0	0.2769230769	0.01610063605	0.0	0.029502433	0.58998364	1.046541343	18.0	0.1164174681
B05_bin.49	ANI95_cluster_00222	D08_bin.21	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes	Alistipes putredinis	91.38	8.13	2107003	135	23873	54.827307	1900	51.0	0.7846153846	0.1205034341	0.08205035	0.12306145	0.50265557	7.832723216	51.0	0.4569120382
B05_bin.52	ANI95_cluster_00098	B05_bin.52	True	d__Bacteria;p__Bacillota;c__Negativicutes;o__Veillonellales;f__Megasphaeraceae;g__Megasphaera;s__Megasphaera elsdenii	Bacteria	Bacillota	Negativicutes	Veillonellales	Megasphaeraceae	Megasphaera	Megasphaera elsdenii	81.76	2.34	1622284	320	6230	54.873808	1665	1.0	0.01538461538	0.002758087077	0.0	0.17927566	0.17927566	0.17927566	1.0	0.01537818538
B05_bin.57	ANI95_cluster_00099	B05_bin.57	True	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Parolsenella;s__Parolsenella catena	Bacteria	Actinomycetota	Coriobacteriia	Coriobacteriales	Atopobiaceae	Parolsenella	Parolsenella catena	80.1	2.16	1460426	304	5711	66.484711	1474	5.0	0.07692307692	0.005372311754	0.0	0.03632066	0.1801697	0.349200264	5.0	0.05529306585
B05_bin.59	ANI95_cluster_00100	B05_bin.59	True	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__ML615J-28;f__CAG-313;g__CAG-313;s__CAG-313 sp003539625	Bacteria	Bacillota_I	Bacilli_A	ML615J-28	CAG-313	CAG-313	CAG-313 sp003539625	100.0	1.44	1582686	39	70424	29.382897	1454	9.0	0.1384615385	0.03464475181	0.0	0.032195058	1.7016321	2.251908868	9.0	0.07545499732
B05_bin.6	ANI95_cluster_00302	F06_bin.75	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Hominicoprocola	Hominicoprocola fusiformis	85.12	5.65	2138895	262	11904	59.025759	2286	46.0	0.7076923077	0.02222997429	0.0149278175	0.021132446	0.124980494	1.444948329	46.0	0.2016812633
B05_bin.64	ANI95_cluster_00034	A06_bin.107	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Marinifilaceae;g__Odoribacter;s__Odoribacter splanchnicus	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Marinifilaceae	Odoribacter	Odoribacter splanchnicus	96.24	0.0	4112628	55	127067	43.401300	3428	50.0	0.7692307692	0.01777505528	0.010597948	0.0127318995	0.23521276	1.155378593	50.0	0.2038793497
B05_bin.71	ANI95_cluster_00424	H07_bin.23	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Faecalibacterium	Faecalibacterium longum	93.69	4.29	2063031	187	15938	59.829930	1965	55.0	0.8461538462	0.03415905988	0.019648835	0.023561958	0.39542863	2.220338892	55.0	0.2817999565
B05_bin.76	ANI95_cluster_00101	B05_bin.76	True	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-433;s__CAG-433 sp000433675	Bacteria	Bacillota_I	Bacilli_A	RF39	UBA660	CAG-433	CAG-433 sp000433675	92.7	0.56	1402651	52	53639	25.019125	1392	9.0	0.1384615385	0.009318028769	0.0	0.036496587	0.31274608	0.60567187	9.0	0.06031012831
B05_bin.78	ANI95_cluster_00191	D01_bin.36	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Butyricicoccaceae;g__Agathobaculum;s__Agathobaculum butyriciproducens	Bacteria	Bacillota	Clostridia	Oscillospirales	Butyricicoccaceae	Agathobaculum	Agathobaculum butyriciproducens	84.44	2.24	1785949	389	5661	56.133518	1849	52.0	0.8	0.0137672993	0.009589775	0.0121990825	0.119176574	0.8948744543	52.0	0.2071538622
B05_bin.80	ANI95_cluster_00384	H02_bin.18	False	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium adolescentis	Bacteria	Actinomycetota	Actinomycetes	Actinomycetales	Bifidobacteriaceae	Bifidobacterium	Bifidobacterium adolescentis	89.75	4.0	2107662	161	19929	59.614872	1845	51.0	0.7846153846	0.130308804	0.043411605	0.07916375	1.1787956	8.470072258	51.0	0.4575347092
B05_bin.82	ANI95_cluster_00102	B05_bin.82	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__QALR01;s__QALR01 sp900553085	Bacteria	Bacillota	Clostridia	Oscillospirales	CAG-272	QALR01	QALR01 sp900553085	95.75	5.37	2217405	21	182553	51.186725	2127	2.0	0.03076923077	0.008773664554	0.0	0.285144098	0.55537087	0.570288196	2.0	0.02116079846
B05_bin.85	ANI95_cluster_00133	B09_bin.61	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Hominimerdicola;s__Hominimerdicola aceti	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	Hominimerdicola	Hominimerdicola aceti	89.5	0.51	2222735	280	10278	43.279113	2177	34.0	0.5230769231	0.01247319085	0.0059042233	0.01233541625	0.13245274	0.8107574055	33.0	0.1250529975
B05_bin.87	ANI95_cluster_00419	H06_bin.61	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	Bacteria	Bacillota	Clostridia	Lachnospirales	Lachnospiraceae	Fusicatenibacter	Fusicatenibacter saccharivorans	94.51	3.48	2532796	231	17759	49.018318	2379	60.0	0.9230769231	0.02265222457	0.013630635	0.015495677	0.09383961	1.472394597	60.0	0.3148994485
B05_bin.9	ANI95_cluster_00103	B05_bin.9	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UMGS902;s__UMGS902 sp900761025	Bacteria	Bacillota	Clostridia	Oscillospirales	CAG-272	UMGS902	UMGS902 sp900761025	90.38	0.12	2151856	68	51819	58.536817	1870	7.0	0.1076923077	0.01408350903	0.0	0.012213393	0.44092247	0.9154280872	7.0	0.02907092542
B05_bin.91	ANI95_cluster_00134	B09_bin.93	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__CAG-103;s__CAG-103 sp000432375	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	CAG-103	CAG-103 sp000432375	86.03	0.0	1769280	44	66672	62.820922	1651	31.0	0.4769230769	0.01258634204	0.0	0.015309999	0.14438	0.8181122324	31.0	0.1547428869
B06_bin.1	ANI95_cluster_00245	E03_bin.16	False	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__RF32;f__CAG-239;g__Scatocola;s__Scatocola faecipullorum	Bacteria	Pseudomonadota	Alphaproteobacteria	RF32	CAG-239	Scatocola	Scatocola faecipullorum	90.86	0.0	1669882	51	56505	47.331608	1673	12.0	0.1846153846	0.07316658095	0.0	0.0464455585	1.900391	4.755827762	12.0	0.1118086754
B06_bin.101	ANI95_cluster_00019	A04_bin.71	False	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes_A;s__Alistipes_A ihumii	Bacteria	Bacteroidota	Bacteroidia	Bacteroidales	Rikenellaceae	Alistipes_A	Alistipes_A ihumii	98.56	0.0	2498774	88	41981	58.468953	2061	26.0	0.4	0.01304529434	0.0	0.017400833	0.11194233	0.8479441319	26.0	0.1624118131
B06_bin.102	ANI95_cluster_00212	D06_bin.25	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__CAG-115;s__CAG-115 sp003531585	Bacteria	Bacillota	Clostridia	Oscillospirales	Ruminococcaceae	CAG-115	CAG-115 sp003531585	94.63	0.0	2684091	74	55258	52.978755	2440	28.0	0.4307692308	0.01906857738	0.0	0.0150878635	0.22374168	1.23945753	28.0	0.1416757882
B06_bin.103	ANI95_cluster_00053	A09_bin.36	False	d__Bacteria;p__Bacillota;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Oscillibacter;s__Oscillibacter segnis	Bacteria	Bacillota	Clostridia	Oscillospirales	Oscillospiraceae	Oscillibacter	Oscillibacter segnis	83.11	3.58	1756727	120	22658	58.442945	1763	44.0	0.6769230769	0.02624382472	0.018594518	0.0257612195	0.26987392	1.705848607	44.0	0.2216713071
B06_bin.105	ANI95_cluster_00104	B06_bin.105	True	d__Bacteria;p__Bacillota;c__Clostridia;o__Christensenellales;f__Borkfalkiaceae;g__Borkfalkia;s__Borkfalkia sp949297575	Bacteria	Bacillota	Clostridia	Christensenellales	Borkfalkiaceae	Borkfalkia	Borkfalkia sp949297575	95.36	0.86	1628218	142	16568	59.816560	1490	1.0	0.01538461538	0.004077991231	0.0	0.26506943	0.26506943	0.26506943	1.0	0.01538073231
